text,label,label_name,split
Seguro todos los días toma su emoliente con bastante limón 😂😂.,1,neutral,train
Colla Pintado se parece a ti  🙄🙄,1,neutral,train
Ja ja cara de palo 😂,0,negative,train
Mandalo al camal esta bueno para aser chancho al palo oi oi oi🐷🐷🐷,0,negative,train
"Aldebaran de tauro Kike Sanchez muy buena tu resumen de la película Tinta Roja, 🤣🤣🤣 con actuaciones de madane, la reina pachas y don gil 😝🤣🤣",2,positive,train
Gissela Huamán vamos 😍😍😍 Domingo,2,positive,train
Jajajjaja q mate de risa olluquito  está muy contento 😂,2,positive,train
"Última habitación disponible para Alquiler en San Miguel 🏬 a 450 soles para #persona sola 🙋🏻‍♂️ y 500 soles para #parejas 👫. Con cama, colchón 🛌 y velador 50 soles más.   El precio incluye #habitación con ventana a la calle, #baño propio, entrada #independiente, #agua, #luz, #terma, internet #wifi y tendal. 💡🔋🚽🚰🚿🚪🔑. Condiciones un mes de adelanto y un mes de garantía.✅  #Si estás interesado escribir al 941461838. Visitas para ver la habitación, de lunes a sábado de 9am a 7pm. Solo personas serias e interesadas en alquilar una habitación. ✅  No es casa. No es departamento. Es un edificio tipo hotel. Con entrada independiente y habitaciones con baño privado. 🏬 Las habitaciones tienen en promedio 15m2 con todo y baño incluido.  Dirección Av. Jose de la Riva Agüero 2197 cruce con Calle Los Cedros. Esto está en San Miguel. Referencia a 1 cuadra de la Av Venezuela San Marcos y a 3 cuadras a espaldas de la Católica, frente a la cevichería Sara Sara. Y a 7 cuadras de Plaza San Miguel.  https://fb.watch/5uQOw_ouuj/",2,positive,train
"Qué rico, lechero eres",2,positive,train
Maryorie  Todos los choros de tu cuadra son ateos no? 😂😂,0,negative,train
Salga a tirar teléfonos 😂😂😂,0,negative,train
Todo por el rating 🤣🤣 y los aliados del dióxido de cloro que lo miran 🤣🤣🤣🤦,0,negative,train
"Creo q chape el de 30,gracias mi ratita ❣️❣️❣️",2,positive,train
"Pero ese vídeo es muy corto, haznos uno sobre tipos de carpa, tipos de sacos de dormir... 😊",2,positive,train
"Luciano, tienes que pasar por el @Palacio del Sancochado  Av. 28 de julio 990 - Cercado.  También el Rinconcito Ferreñafano (frente al Congreso). Por el arroz con pato con ceviche de entrada 🙌🏻",1,neutral,train
"Ese entrevistador q riko habla weon  manyas,😎😄🤦‍♂️🤷‍♂️",2,positive,train
Kiara Melissa Huamaní Sotil Rosa Luz Manrique Magaly Guillen Escriba Patricia Ruiz Greysi Katherin H. Salcedo 😘😘,2,positive,train
"Colorado,  cada vez te odio y te QUIERO  más. Primero x las castigadas q te pegas y seg  q para cuando vaya falta estomago para tanto sitio  bueno q ensenas.  In abrazo 2✌😉",2,positive,train
Bien chivo risas 🫠😹😹😹,0,negative,train
Creo que debes hacer recetas  económicas  para la gentita..por.internet😁👍,2,positive,train
"He visto que gente  publica o comparte memes o frases alegando que debemos estar relajados, que esto solo afectaría a los millonarios o a las grandes empresas, y tú o yo que somos ciudadanos que nos esforzamos a diario por lo que queremos lograr u obtener, estemos tranquilos porque esto no es con nosotros. He visto frases diciendo tú que compras en cuotas, tú qué vas en micro, ¿que te preocupa? ¡Esto no es contigo! Según esas frases no podemos estar en contra de la izquierda nosotros. También he visto gente renegando por el voto de todos los que marcaron él lápiz ✏️ y reclaman una nulidad de votos (qué en mi opinión sería lo mejor) pero, seamos realistas, eso no se asemeja en nada a la Realidad. Para finalizar Castillo tiene 18 procesos penales abiertos, Keiko tiene 12 procesos penales abiertos, ninguno de los 2 debería estar debatiéndose la disputa de quien es el próximo DICTADOR O GOBERNANTE DEL PAÍS. Pero tristemente ya están ahí, en mi opinión solo queda por elegir a alguien que dice que gobernará el país y se irá, y no a alguien que llama hermano a Evo Morales (dictador), que aplaude a Chávez o Maduro (dictadores), que canta a viva voz el himno del MOVADEF (movimiento de Sendero Luminoso).",0,negative,train
Juana Romero Manuelo para que te pases un lindo viaje con los chicos de la promo! 😎,2,positive,train
"Esta receta es la preparación de picarones PERUANOS. Por favor para las personas de otros países que comentan que en “sus países es diferente” pues nadie les ha preguntado por sus recetas. Hagan sus propios videos, alaguen sus recetas y compártanlas con el mundo para que conozcan la gastronomía de SU país, pero este es el PICARÓN PERUANO, uno de los platos bandera de nuestro país. 🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪",1,neutral,train
"Porque cada vez me estás gustando más, papacito",1,neutral,train
"Maria Belen Lescano Salaverry, yalas todas hasta la guisada Hay Dios ahora puro extracto😔",1,neutral,train
Wey Celeste Medina  me hizo la tarde Jajaja el cumple de lucas!!!! Que pida su deseo jajajajajajaa😂😂😂😂😂,2,positive,train
Hoppy cucurucho en el poto 🤣🤣🤣🤣🤣🤣,0,negative,train
"Que asco este  rsquete, que chucha jodes la fiesta de una niña.  Todos saben que te gustan los niños 👦 enfermo de mrda.",0,negative,train
Llegaron los verdaderos APARATOS 😂😂😂😂,1,neutral,train
Por Dios que parecía una hembrita,0,negative,train
Yo escuche esa en vivo en six flags 😁,2,positive,train
Hola Natalia saludos jugadoraza ♥️❤️,2,positive,train
Ya no ya se me portan bien pirañas no me hagan quedar mal en la Bella Italia ♡,1,neutral,train
"Ese sonido de guitarra Ayacuchana, hermoso 😊🖤",2,positive,train
Vamos crema tlv csmr  y a llorar monos y pavos jjjajaj😠😠😠😠😠😠😡😡😡😡😡😁🤣🤣🤣,0,negative,train
Sher CT Sindy Allinson Lévano Sobrino Nora Pucho tal cual cineguillaaaaa!!!!!!!!!!😀🤭🤭🤪😝,2,positive,train
Los pulmones de ahora más las del feminismo más la mancha del lgbtyhjklmin y la mancha de M.C q hablan munda todos les choca 👎👎 A pero ellos si pueden hacer sus marchas dejar sucio lima romper quemar destruido ahí si está BN no ?,0,negative,train
"A estos retos.. tenemos que enfrentar ..cómo se dice Aique tener ...disculpen la expresión ..pero Aique tener las pelotas bien puestas para ejecutar un penal ....no todo lo metes en algún momento lo fallas ...y esto es parte del fútbol ..,hasta los mejores jugadores del mundo fallan ...así es este deporte ...a lo que mi causita Cueva ..sigue con la trauma del penal fallado en el mundial ....ojalá el nerito levante cabeza ....igual todos los jugadores .....y la inchada ni hablar ....👍👍👍👍⚽⚽⚽⚽⚽",2,positive,train
Que desgracia!!! Porque tanta indolencia 😞😞😞😞😞😞😞😞,0,negative,train
Matias te das cuenta que vives lejos cuaaaaando... te quedas hasta el último en el tono es más tomas desayuno con la familia de la cumpleañera porque aún no pasa la línea que te lleva a tu jato xdd #esoesamistadxdd♡,0,negative,train
Este corrupto policía o coronel de perros  ladrones vendido a la mafia habla si razón contra el pueblo el Perú pedimos cambio de la constitución política del Perú  del año 1993 hecho por el terrucos Alberto fujimori y su mafia política  corruptos saqueadores 🐀🐀🐀🐀🐀🐀🐀🐀🐀🐀😡😡😡😡😡,0,negative,train
Le falta un cachetadon para q despierte 🤣🤣🤣,0,negative,train
Yo también ya comí  panetón con chispas de chocolate... Una delicia 😋,2,positive,train
Quiénes piden que regrese el Chavo del 8 🙋🏽‍♀️,1,neutral,train
SELECCIÓN PERUANA 🔴⚪🔴🇵🇪 Harta tabaa por la ptmr....Arriba Perú ksm',2,positive,train
QUE CHICA TAN COMPLICADA RIDICULA 🤔ASI LOS HACEN MAS PUBLICIDAD Y ELLA BOTANDOSE Y SI EL DUEÑO PUSO ESA REGLA BIEN EL NO ESTA PIEDE MANEJARLO 🤷‍♀️,0,negative,train
Jajaj se un lapo lo soño 😂😂😂,0,negative,train
Richard Swing dicen que es  Caficho como Chibolin? Uy Martincito con esa cara ? 😂,0,negative,train
"Muy bien dicho Yidda, éres única, hermosa  por fuera y más por dentro, la ropa q te pongas siempre se te ve muy bien, la gente q crítica es porq es hueca y vacía, a palabras necías, oídos sordos, lo más importante es que tú te sientas bien contigo misma y super cómoda, además es tu estilo como las grandes estrellas de Holywood y no de Cholywood.... Bendiciones!!! Besitos. 💖😘",2,positive,train
Sí la ví y me dió ganas de escribirle algo.... pero después dije por las puras....no vale la pena. Su profesión....la habrá rayado me dije 🙄🤨🤔,0,negative,train
Bueno es verdad lo que dice Andrés para diablo tienen muchos hijos para que sufran mucho pucha de paso de vandida de verdad esa señora. Y todavía joven donde está ese papá seguro fumando vajo como siempre inrreponsable y todavía de dos padres tanto para cuidarse los dos pero no sé qué le pasa a las mujer meda mucha pena pena para después 😭😭😭  pero Andrés estoy con tigo y es verdad lo que le dice sus verdades carajo 👍👍👍👏👏👏,0,negative,train
Hay muchos de esos payaso en todo lados dos semanas en un algo y ya quieren hablar con el mismo acento igual q Valentina mor.. 😂,0,negative,train
"Quisiera, pero nicagando😪😪 me da un infarto si me aviento así... 😭",0,negative,train
"Gente conchuda sinvergüenza.... Qué hace el gobierno porque no sacan a toda esa gente de mal vivir, solo sabes hacer maldades donde vayan 🤬🤬🤬",0,negative,train
CAGONZALO HIJO DE PUTA 💩💩💩💩💩,0,negative,train
Beto   Esta k se te ase agua el ojete . Ya fuiste asi publikes k Pedro te esta aplicando el ✏️✏️✏️,0,negative,train
"A las finales son iguales, tienen el mismo tono de voz, contoneo al caminar y también les gusta tener amigos políticos. Entre piratas se pican el ojo 🤷",0,negative,train
"No importa el día, en Ayacucho siempre hay juerga 😜",2,positive,train
"Bello lugar, tuve la dicha de ir hace unos años y es súper tranquilo, bello, con su bosque de eucaliptos .... 😊😊😊",2,positive,train
Jajajajajajaajjaajja no que muy emporderada  🤣🤣🤣🤣🤣🤣 de Guatemala  a guatapeor   jaajaja no aprende  nadaaaaa,0,negative,train
Benji es más sinvergüenza habla mentiras para llevarse un plato de lentejas 🤭🤭🤭💰💰💰💰💰💰💨💨💨💩💩💩💩💩✏️✏️✏️✏️✏️,0,negative,train
"Me he sentido muy juzgada por mis amistades con el tema de los hijos y me aleje de sus críticas ""constructivas"" y tengo un poco de pavor de las amistades porque vivo una vida simple osea porque  dicen si yo fuera soltera sin hijos ya dónde estaría , mejor me quedé callada porque también pienso que si ellas no tuvieran hijos tampoco harían lo dicen que yo debería estar haciendo que toman a sus hijos como excusa muy grande, les digo eso y ya lo toman a muy mal 😆 a pero a mí sí me dan con palo 😑 y es doloroso escuchar sus opiniones porque yo ps quiero una vida tranquila bonita y sencilla sin hijos 😄",0,negative,train
El camaleón y la ropita y accesorio de niña 😉,1,neutral,train
Caya gallina 🐔 va salir campeón el bicampeon me refiero al final,0,negative,train
Las chocotejas buendia son buenazas!!! Tienen que probarlas! Las venden en el centro de Ica 🤗🤗🤗🤗,2,positive,train
"Eres la mejor❤️Un loco calato en el buen sentido, 🤭🤭",1,neutral,train
Karlita esa noche con el elton mas 🤣🤣 los 3  sacando  los pasito  proividos 🤣,1,neutral,train
👏👏👏👏 me pongo de pie me quito el sombrero yo se las creí toda la canción 🎶 terminé llorando nos faltan más talento como   ellos,2,positive,train
Beto ortiz lavando su cara  esa señora que dijo que ya no postulará como darle con manos de seda y destruyendo a otros no hay credibilidad 🤷‍♀️,1,neutral,train
El regreso de tuco paco yunque😂😂😂😂,1,neutral,train
Como que tu poto Naty 😂😂😂😂😂😂😂😂😂,0,negative,train
Eso será más importante que hablar de los miles de peruanos que mueren de hambre porque el gobierno no se pronuncia sobre la #ONP malditos sinvergüenzas canales mermeleros ya sabemos de que lado están 💩🤬👎😡,0,negative,train
Pobre toyooo lo abollaron en mancha🤣🤣🤣🤣mas patada le han dado🤣🤣🤣👏👏👏👏bravo toyooo!! Tus escenas muy reales!!!👏👏👏,2,positive,train
JAJAJAJAJAJA Michael manda tu manito arriba😂😂,2,positive,train
Estemede meyre cuete vener e cheperme me vergue 🤣🤣🤣🤣 Ponte a studiar y no querer implantar tu estúpides a un gobierno aún más estúpido k tu,0,negative,train
El frío ya te bloqueo Manolín..no sabes usar la camara😜😜🤣🤣,0,negative,train
Luis Alberto Choque Ccorahua  que fue le faltaron el respeto  al  10 de la chacra. 😂😂😂,0,negative,train
Mañana cocino el lomo saltado ya me provocó. 👍👍,1,neutral,train
Y tuuu... Si tuu la q esta q habla... Por q no hecs cn nata.. 🤨? ,1,neutral,train
Ha sido una tortura ver este video. Buenazo!!! Pero los precios son muy altos😨 En Chiclayo el pollo más caro está algo de 50 soles y es muy bueno👌y so  pollos tamaño real😅.,2,positive,train
La bebida de la época de los incas. Salud Manolo Del Castillo (Oficial) con la chichita de jora. 👉,2,positive,train
Por eso a marcar el lápiz ✏️😉,1,neutral,train
El Tobi ya diste todos los wachos ahora nadie pasa piola 🤣,0,negative,train
"Lindo tu también que ""ves""  esas maravillosas joyitas ♥",0,negative,train
"La loca no lo hace por plata, no es interesada",1,neutral,train
Y todos los demás son campanas,0,negative,train
"Para pulirla necesita una lija de fierro la más gruesa, o talves se canso de pulir 🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤣🤣🤣🤣👍👍👍",2,positive,train
"Imaginense esa clase de gente en el gobierno!  DIOS nos Salve! , hasta los mismos venezolanos dicen no cometan el. Mismo error de su país, ya que el socialismo es lo peor! ( maduro muy feliz que Pedro Castillo esté en primer puesto)  Dios nos libre 🥺",0,negative,train
Te extrañamos en t.v muy buenas recomendaciones para viajar y que se conosca mi lindo Perú 🇵🇪 lo máximo!,2,positive,train
Ya toca un viaje papá e hijo Joe La Torre ya me imagino a ustedes viajando solos. Plagas 😘😘😘,1,neutral,train
Jimena hasta otra aventura al estilo Guatapé 🌲🌳 #MundoVerde,1,neutral,train
Se acabaron los negocios y ahora empieza el chupe,1,neutral,train
Gente ahora pasamos y sacando cacha sin nada que guardar en la mochila xd Jorge Chavez Clemente Gerson Aguilar Ruiz Jeanpool Cruz Espinoza Gabriel Chino Kevin Condori (nada que trabajas igual te cae xd) Jose Catalan Castañeda Alejandro Castillo Mendoza Bryan Centeno Angel Maldonado 😂😂😂,1,neutral,train
Ese gilero monce de medio pelo siempre hablando 🥚das 😆,0,negative,train
Cual amenaza sou sinvergüenza.... Tu eres una cara de palo... KEIKO nunca más vamos Pedro Castillo Presidente 👍👍👍👍👍👍😄,0,negative,train
"Mmm suave Beto te metes con ellos te metes con el pueblo, ya saben tu dirección 🤭",1,neutral,train
Y como tanta Argentins de archivo negro llega aqui y en Perú no les levantan las cosas al fresco Millet es una joven hermosa y talentosa muy mal que Magaly hable asi de su compatriota muy triste saber que Magaly sea asi tiene tanta colera a los que triunfan los fulmina con sus palabras🤦🏾‍♀️🤔,0,negative,train
Jazmín Valencia Cerna 🏄‍♂️,1,neutral,train
Huaraz porfavor 🙏 Gino,2,positive,train
La cumbia es chevere también 😉 Te pone a bailar al toque y te levanta el ánimo 😆😆😆👍,2,positive,train
"De todo un poco, muchacho dijo Paco de Soria",1,neutral,train
"TA bien que pierda el prosor, para que no ande sacando sus ""guías"" bajes de pepa 😝 ogre con con dos Midas 😂😂😂😂",0,negative,train
Nicole Arcos  así te pediré la manito mi amor con el susto de tu vida🤭❤️,1,neutral,train
Lo q pasa esq tu tmb quieres ser como ella !!!  Saooo mariposita choclo ✌️😁,0,negative,train
"Henry no debería darle ""pantalla"" a ese rosquete 🤦 habiendo otros actores q entrevistar",0,negative,train
El mejor muchos éxitos Francooooo 😀,2,positive,train
"Tiene derecho. Pero primero q se sercioren de q está en todas sus facultades x el bien de esas criaturas, espero así sea 🙏🙏",1,neutral,train
Msldito cerdo todo por fregar al presidente  😠😠😠,0,negative,train
Que profesional ..😅🤣,1,neutral,train
"Asu que trome eres colorado, orgullo peruano 🇵🇪🇵🇪",2,positive,train
Richard para ver la laguna 69 aquisito nomas🥺🥺,1,neutral,train
Que Buena Tu Historia como jugadora y entrenadora de la Selección Nacional! Felicitaciones una vez más😜😜🌹🌹🌹🌹🌹,2,positive,train
"Y el pollo sigue subiendo, el huevo y etc🙄",0,negative,train
Sin duda xiinya ISO bien su chamba grande mi 🐕 pakas,2,positive,train
"Todo piola pero tbn queremos Jhon constantine,😎",1,neutral,train
"Felicitaciones!! Lindo video de Mi Huancayito querido!! Gracias Viaja y Prueba...ojalá pronto regrese para comer riiiico!! Faltó el lechoncito, carnero al palo, el cuy, las pachamancas tal vez me olvidé de otras delicias más... a esta hora de la noche se me antojó todo😕",2,positive,train
Nico Gs. Con esta sobrado la hago 😝,2,positive,train
Ruben Ortega Geronimo resucitas el.domingo sobrado xd...jajajaja 😁😁😄,2,positive,train
"Por siempre y para siempre viajaría con mi compañero del alma, el que aunque estemos en cuarentena en nuestro depa me roba suspiros, mi esposito lindo Italo Martin Amaya Moreno 🥰",2,positive,train
"Junior, David van a comer el lunes manía 😁",1,neutral,train
Puta junior recogiendo a chicorita de la basura ya deja esos pokemones. Huevin no seas pan con pavo🤣,0,negative,train
Jajajaj me cage de la risa con el puTobi Kawai jajajaja🤣🤣🤣,2,positive,train
Studio92 ya no eres digno de poner estos temas en tu radio! Sigue poniendo tu bichota y todas esas mamadas reguetoneras!👎🏻,0,negative,train
Felicitaciones chicas!!! Se nota el amooooor 😏😏😏,2,positive,train
"Harta con renzo, con María pía ya me tiene harta y la sheyla todo porque son de plata 😒",0,negative,train
Pobre niños jamas olviaran esa parte 🤣,0,negative,train
yo esto lo hacía por chongo,1,neutral,train
Saludos chinito desde Picota  Nota : Ai que tener estómago para hacerle caso  ese gordo jabalí 🐗 7 calzoncillo,0,negative,train
Le ganó a badbony 😬😬😬 una loba más 😔😔,0,negative,train
No sean pendejos q tiene q ver la selección acá ..los dirigentes también eran recontra corruptos como tu y tu partido .. tremendas lacras ..q solo ven su bolsillos y no se fijan en el pueblo ..tenías tú oportunidad con tus congrecistas ladrones .si no hicieron nada peor ahora nunca más 🐀🐁🐀🐀🐀🐁🐀 k 🐀🐀,0,negative,train
Ejeheh regiasss lindassss yo aprendí mucho de las dos!!😎😎😎,2,positive,train
El de gorra roja 🤪🤣🤣🤣🤣,1,neutral,train
Jhoshmy Churata Mancha Erick Valdez Vargas Jhonny Fajardo una escapadita? 😎,1,neutral,train
Yamileth Garcia Requejo . Tu de chiquita😊😊,2,positive,train
Luis Mendoza Castro  luiisaaaaa 😂😂😆 terrible nacho,0,negative,train
"Siiiiii, todo es Buenazooooo ahí 👏👏👍",2,positive,train
"Melissa Córdova prepárate que el otro año se vienen los 10 años de Charlie, así que ya sabes! 😂",1,neutral,train
"Me encanto la billetera ❤️ esos colores le dan un toque distinto , me encanta esa marca !! Estoy segura que le encantaría a mi mami",2,positive,train
😂😂😂😂😂😂..papa piraña..buen Floro a ese cachorro,0,negative,train
"Gordo inbecil, paganini. Y muy pronto cachupin!!! 😁",0,negative,train
Lucas Gonzalez Ferreira por que me tienes agendada como  Dahia? Que te caigo mal o que 😒😒😂,0,negative,train
Yo quiero zapatillas 😁,1,neutral,train
🤣😅🤣😅🤣Que más te queda chino apechugar nomas..y seguir tus pichangas con tus patas.  LOS ONCE MONSES 🤣😅😂😅😆😁🙀👍 PALANTE ERICKITA Y SE FELIZ 😄😘,0,negative,train
Jaja este csmr ni hablar sabe tmr así es presidente por las huevas bote por el 😅🤣🤣🤣,0,negative,train
APAGA MIERDA zrry cabezón la costumbre 😊,2,positive,train
Pablo cuando vuelves a combate😉😉😉😉,1,neutral,train
Gianella Quiñones hemos cortado con estilo jajaja ❤️ amistad ...,2,positive,train
Ya pe tío anda a las zonas donde las papas queman y muestra a los rotos ahora ya mucho cuico 😅,0,negative,train
Entonces mi pavo no sabrá igual si no tengo el secreto🤔,1,neutral,train
Hacer un reportaje de madrugada en la cachina eso si es de gansters spencer. 🙇🙇🙇,1,neutral,train
como estás calato,1,neutral,train
"Veo muchas madres identificadas, pero nadie piensa en los hermanos mayores. Nosotr@s también somos parte del calvario 😂✨",0,negative,train
La mejor colaboración jaja las amo ❤️,2,positive,train
Hay panetón? 🤔 Hacen chocolatada? Dan regalos?,1,neutral,train
No más ratas como keiko.Castillo presidente así t arda. 😠😠,0,negative,train
Fili Wualter es un mermelero renegado por las puras no es defensor de los fujirratas más le duele q el presidente no les dará ni un sol por mermeleros aplausos 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂,0,negative,train
"tú eres preciosa Lucía, no eres para ese huevón",2,positive,train
Amigo estuve en mi querido peru 🇵🇪 pero no pasó nada decepcionante ver como la comida peruana en peru 🇵🇪 a bajado su sazón vivo en Canadá 🇨🇦 y te contaré aquí siento y saboreo más rico nuestra comida no encontré en ningún restaurante chicha morada de maíz morado tofo es químico decepción total,2,positive,train
"Esa mujer no piensa diferente, ni siquiera hace eso por ser ""feminista"" solo lo hace por jalar camara y beneficiarse y a todos molesta que se le premie por hacer sus estupideces, cuando hay personas que si se merecen reconocimiento, pero quedan en el olvido, si a ti no te fastidia bien por ti, pero a los que a muchos que conocemos verdaderos maestros, comunicadores (profesionales en general), como no va a molestar esto si a todos nos cae el pago de impuestos directa o indirectamente y a esa mujer le dan un premio por   hablar tonterías...mejor que te lo den a ti carajo que por lo menos me haces reír🤣",0,negative,train
"Pasaba por depresion ,soledad y un dia googleando vi q existian cataratas cerca a lima ,era un chico el que hacia el tour Pedro laos lo contacte y deposite con miedo pero me dije bueno si no es estafa perfecto y si no hay nadie me voy sola,nos encontramos a espaldas del orrantia y para mi sorpresa eran todas chicas la ruta era huanano ,aqui conoci a Sonia Kobashikawa que ahora es mas viajera que yo , disfrute esta caminata y me senti liberada entonces me dije esto es lo mio seguire y asi fue seguii y empece a recorrer parte del PERU aun me falta un monton hoy e parado porq estoy viviendo la aventura mas bella y es el ser mami a tiempo completo esperare q Renato cresca para rutear con el ❤",2,positive,train
"En buena hora no invitaron a ese atorrante del gordo que se hace llamar mayin boooo,ese es más conchudo y care palo, felicidades chikitin x el detalle a tu chukitina 😎🙌🏻✌🏻",0,negative,train
Keke de zanahoria!!! 😁😋😋😋,1,neutral,train
Eres tan grande que la estacionaria parece tu triciclo!! 😂😂,0,negative,train
Ohhh todos me gustan!! Pero mi voto es para la maquina para hacer Omelette!  Los favoritos de mi nena!!! ☺️,2,positive,train
Cuanto más pajeros es.. más plata hace 🤣 🤣 🤣,0,negative,train
"Viví en Paita 7 años,  he ido a Colán muchas veces y recién me entero de que hay rayas... ¡No lo puedo creer! 😱",1,neutral,train
Creo que la sra no conoce o no distingue o no sabe leer yo vi a un serenazgo no a un policía 😅,0,negative,train
Beto llamó a seguridad porque tenía miedo que lo agarren de los pelos 🤣🤣,0,negative,train
"Que clase de profesor es ese, que educación imparte a sus alumnos, bueno si algún dia tuvo alumnos porque ni trabaja 😏 él si tiene autoridad de amenazar con machete en mano😮 😱 y ahora que van a decir sus votantes? Que es un inocente profesor!",0,negative,train
"Osea Montesinos y Fujimori hicieron campaña de desprestigio contra él que lo marcaron toda su vida, pero ahora años después se dedica a defender al fujimorismo de manera profesional? 😂",0,negative,train
"Falta el Tanque,el Checho y el Tigrillo y se juntan todos los programas deportivos del medio y dejan de lado al Castor😀😀😀",2,positive,train
"Ya Ta tío yaaaaa, pero se veee muy bien , además ninguna mujer le ando rompiendo los huevos, solo él machaca webos 🤭🤭🤭",0,negative,train
  ¿A qué hora llega ese Misterio? Me llega al pincho ese huevón,0,negative,train
Extraño las cachemas con yucas 😔,0,negative,train
Se ve buenazo. Otra opción en ves trucha ahumada .? Thanks 😊 ,2,positive,train
"Claro ya vi hasta los tiquetes, necesitamos el chisme completo porque parece ser que es más barato ir allá que a otros destinos que quería visitar. 🥰",2,positive,train
Confía en tu viejo,2,positive,train
Jaja al menos en eso les ganamos a los asiáticos pero lo que no tienen de pito lo tienen en belleza 😢,0,negative,train
Correeeee Chavo...🤣🤣🤣🤣,2,positive,train
A ti te ha fregado,0,negative,train
Jose papaaaaa aquí está la solución 😍,2,positive,train
O le guarda a su amiguita con corazón y a mi que me coma michi 😊 tbt Cesar Aguilera,2,positive,train
Bien feo es cachoo😁😁,0,negative,train
"Por las huevas es,  Gasolina ⛽️ 1M hermanito betofilo",0,negative,train
Será a experimentar el romanticismo con la puesta de sol en CASHIBOCOCHA? 🤔,1,neutral,train
Jaja y tu te fuiste volando como un mariposon... Una mariposa a EEUU y no te dejaron vacunarte..... Hablas de cólera y envidia Beto....... No lo puedes soltar a Vizcarra....... Como he leído acá del amor al odio no hay mas que un paso🥴,0,negative,train
"Tu causa que se va a España y regresa hablando como español 🤦🏻 puedo entenderlo que hablen así allá en España por qué tienes que mimetizarte y eso, pero una vez que pones un pie en Perú no se perdona que sigas hablando como española. Pura huachafada.",0,negative,train
Debo ser un idiota para ir con pijama a cantar 🤣🤣🤣🤣🤣🤣🤣,0,negative,train
Y quién va a reparar los daños que dejaron después de las putazos que se metieron los Transformers en Macchu Picchu 😆,0,negative,train
se casó allá con un gringo con una cara de huevón,0,negative,train
Q le pso a la gordita sexy ..había  bajado de peso y ahora esta gordito nuevamente ☺️,0,negative,train
Atalaya es piola cuando los turistas le dan una oportunidad ❤️😊,2,positive,train
Miguel Angel Pérez cuando todo mejore en nicaragua un negocio así 😍😍,2,positive,train
"Quien es ese señor, me agrada, pensé que todos en el congreso eran una sarta de ladrones, pero al ver a personas que usan sus 4 sentidos para decir lo que piensan y no lo que les dicen otros para que digan, me alegro, ojalá que la presidenta del consejo de ministros renuencia ya que según ella habla por todos en el congreso pidiendo su vacancia 👎",0,negative,train
"Hasta cuándo tendremos que seguir soportando a los SICARIOS EXTORSIONADORES PRESTAMISTAS  prostitutas y Delicuentes extranjeros enviados por MADURO y PETRO 🇻🇪🇻🇪🤬 Esa gente ODIA a los PERUANOS de BIEN 😤 No los dejen entrar al país, no les alquilen propiedades 👎😤🤬",0,negative,train
Paso de puntero a punteado 🤣,0,negative,train
"🤷‍♀️ No les hagas caso, solo son envidiosos porque ellos seguro no conocen otro idioma que el español; yo sé que si lo hablas 👍. Veo mucho animé japonés 😁. Yo hablo francés, alemán y español y me vale verga la gente envidiosa que no acepta los conocimientos de los demás. 😉 Ánimo y sigue con tus lecciones, a mi me encanta tu blog.",2,positive,train
"Natii, que utilizas para que las puntas del cabello no este tan secas y abiertas por el cabello pintado🙈💕",1,neutral,train
"Me llegan al pincho tus publicidades en medio de tu vídeo , te ganaste un suscriptor menos.👎",0,negative,train
"Y yo muriéndome aquí por estos lares por probar un olluquito, 😍 un rico cuy 😍 una Pachamanca, 😍 papa 🥔 con queso etc etc 🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤",2,positive,train
Que impotencia chicos!!😡.. la bronca d todo esto es que costó mucho comprar todo el equipo .y que estás personas luego las venden por 2 mangos!!! ..no aflojen !! Son laburantes  de ley los 2 !! Vamos chicos 💪..a seguir !!  Dios !! Les va a dar el doble !! Se lo merecen !! Tranquilos !! Pronto llega la solución !! Los quiero mucho!! Un Abrazote desde Argentina !! ❤️💋🇦🇷,2,positive,train
Esthefane Huatay nosotras mismas somos xd.. 🤣😂😎🤗,2,positive,train
😂😂😂😂ciando nooo esta  cabrilla y cuando este  chimbobo le paga las fiestas a sus  cafichos ¿quien dice algo?ya  basta no te metas con los hijos de nadie aprende a ser MACHO  VARON,0,negative,train
Samuel Aguirre tu favorita oe minero 🤣😝,0,negative,train
"Oye  periodista de pacotillamermwlera, eres una vergüenza 😡, parA eso estudiaste tanto, ja ja,ja..",0,negative,train
SALUDOS  DESDE LURIN.. PROVECHO CON LA JAMA... O  COMEN ALFALFA LOS EXTRATERRESTRES.. 😂😂👍😂,1,neutral,train
Saludos chino de Julito el dulce 😂😂,2,positive,train
La mejor conchas negras en el rimac de oscar esta en pizarro al frente de la iglesia vayan a probarlo y se van a comvencer 👍,2,positive,train
No es. Mondongo es sopa de. Mote 😍👆,1,neutral,train
