text,text_clean,label,label_name
Seguro que es cirugía porque tenía un jeta de mamona 🤣🤣🤣🤣🤣🤣,Seguro que es cirugía porque tenía un jeta de mamona 🤣🤣🤣🤣🤣🤣,0,negative
Los que piensan que hay toque de queda a las 6pm : 🤡🤡🤡🤡,Los que piensan que hay toque de queda a las 6pm : 🤡🤡🤡🤡,0,negative
"Acuña eres una más de los fujirratas  , eso se llama traición a la patria  , a ti  no te enteresa la necesidad del  pueblos  , te enteresa corrupción  y los monopolios 🐀 🐀 🐀 🐀 🐀","Acuña eres una más de los fujirratas , eso se llama traición a la patria , a ti no te enteresa la necesidad del pueblos , te enteresa corrupción y los monopolios 🐀 🐀 🐀 🐀 🐀",0,negative
Stefany Estrada Berna mente de tiburón tu profe jajajajaja🤣🤣🤣🤣,Stefany Estrada Berna mente de tiburón tu profe jajajajaja🤣🤣🤣🤣,0,negative
Con esa cara de baboso y esa voz de imbécil cualquiera se ríe zjsjjsks tqm😁❤️,Con esa cara de baboso y esa voz de imbécil cualquiera se ríe zjsjjsks tqm😁❤️,2,positive
"Si le preguntabas donde esta tarron, a cachin si lo hacias renegar mas xd , q paja qdo la entrevista 🔥","Si le preguntabas donde esta tarron, a cachin si lo hacias renegar mas xd , q paja qdo la entrevista 🔥",2,positive
Por las huevas es GAY 🙄,Por las huevas es GAY 🙄,0,negative
"Holaaaaaa, la pasaremos con un grupo de amigos, al rededor de 25 personas incluidos los niños, parrilla y tragos....cotillón y piñata 😍","Holaaaaaa, la pasaremos con un grupo de amigos, al rededor de 25 personas incluidos los niños, parrilla y tragos....cotillón y piñata 😍",2,positive
No es pegajosa la canción 👎,No es pegajosa la canción 👎,0,negative
Que fue con ese ka💪 no es el mismo que hizo un escándalo cuando le agarraron los tombos,Que fue con ese ka💪 no es el mismo que hizo un escándalo cuando le agarraron los tombos,0,negative
Cuando no los mermeleros dando medallas y diplomas d agradecimiento..parecen q no van a competir solo esperar q la prensa mermelera los felicite..😑😶🤨,Cuando no los mermeleros dando medallas y diplomas d agradecimiento..parecen q no van a competir solo esperar q la prensa mermelera los felicite..😑😶🤨,0,negative
"J Alexander Brito jajajajajajajajajajajajaja ""No vas a tener hambre después"" 😂 😜","J Alexander Brito jajajajajajajajajajajajaja ""No vas a tener hambre después"" 😂 😜",1,neutral
😁que triste que tú hables así de otra mujer y hay algo por descubrir mi madre recorrida le dices cuando tú ya llegaste hasta la final de la carrera corrida recorrida y recontra recorrida calle mi hija calladita se ve más bonita o el tinte te mato las neuronas y hablas pavadas jijijiji,😁que triste que tú hables así de otra mujer y hay algo por descubrir mi madre recorrida le dices cuando tú ya llegaste hasta la final de la carrera corrida recorrida y recontra recorrida calle mi hija calladita se ve más bonita o el tinte te mato las neuronas y hablas pavadas jijijiji,0,negative
"Este video les salió el tiro por la culata, crea más antivoto a CASTILLO y su partido que solo busca desunir a los peruanos y recurren al llanto, a la victimizacion👎👎Es lamentable que este partido además de su ideología este vinculado a terroristas (han Sido electos congresistas senteciandos por terrorismo gracias a Perú Libre)🤦Lo único que hacen es eso, dónde están sus propuestas, dónde está su equipo técnico, solo siembran odio. Nunca en todos estos años hemos tenido campañas tan divisionistas, todo lo genera este partido y su candidato en verdad da cólera. NO A Castillo , NO al Comunismo . Con mayor razón voy a votar por KEIKO, pensando en mi 🇵🇪🇵🇪","Este video les salió el tiro por la culata, crea más antivoto a CASTILLO y su partido que solo busca desunir a los peruanos y recurren al llanto, a la victimizacion👎👎Es lamentable que este partido además de su ideología este vinculado a terroristas (han Sido electos congresistas senteciandos por terrorismo gracias a Perú Libre)🤦Lo único que hacen es eso, dónde están sus propuestas, dónde está su equipo técnico, solo siembran odio. Nunca en todos estos años hemos tenido campañas tan divisionistas, todo lo genera este partido y su candidato en verdad da cólera. NO A Castillo , NO al Comunismo . Con mayor razón voy a votar por KEIKO, pensando en mi 🇵🇪🇵🇪",0,negative
Moradito Palomilla de Balcon 😂😂😂,Moradito Palomilla de Balcon 😂😂😂,1,neutral
Lo intente pero parezco la india María en ves de hablar como anime🤣🤷🏻‍♀️,Lo intente pero parezco la india María en ves de hablar como anime🤣🤷🏻‍♀️,2,positive
Mi ñañito ya tiene flaca 😢😢😢 q vieja m siento 😆😆😆,Mi ñañito ya tiene flaca 😢😢😢 q vieja m siento 😆😆😆,0,negative
Ptm q bajo a caído este personaje aparte de vago y mantenido 😂😂,Ptm q bajo a caído este personaje aparte de vago y mantenido 😂😂,0,negative
Jajjaja pucha era por el nuevo sponsor igual voy a seguir comiendo rico 😋,Jajjaja pucha era por el nuevo sponsor igual voy a seguir comiendo rico 😋,2,positive
Esa corona combina con Perú!!! Vamos peruuu💯🇵🇪🇵🇪🇵🇪,Esa corona combina con Perú!!! Vamos peruuu💯🇵🇪🇵🇪🇵🇪,2,positive
"La verdad yo disfrute mucho de las 3 primeras películas de Asu Mare; pero primera vez en mi vida que pongo una comedia y a los 20 min decido apagar la tele por ver algo sin sentido, con una comedia recontra gastada y nada divertida. Eso me paso con la última película. Mejor que cierre ese tema y se de su revancha… pero que porfavor no haga mas de lo mismo. 🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️","La verdad yo disfrute mucho de las 3 primeras películas de Asu Mare; pero primera vez en mi vida que pongo una comedia y a los 20 min decido apagar la tele por ver algo sin sentido, con una comedia recontra gastada y nada divertida. Eso me paso con la última película. Mejor que cierre ese tema y se de su revancha… pero que porfavor no haga mas de lo mismo. 🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️",0,negative
Asu que feo ese huevón 🧐,Asu que feo ese huevón 🧐,0,negative
Chino maletero ayuda ps 😊😉,Chino maletero ayuda ps 😊😉,2,positive
No noooo..... que no sea  miyashiro🙏🏻 porquee 😟 hay si ya nica se cree en los hombres 🤥,No noooo..... que no sea miyashiro🙏🏻 porquee 😟 hay si ya nica se cree en los hombres 🤥,0,negative
Zully el pollo a la brasa 😅😅,Zully el pollo a la brasa 😅😅,1,neutral
"Que buena ruta puneña! ...me provocó todo! Pescadito, chicharroncito, el cordero, el helado de quinua y la burguer de alpaca! Se ve buenazo...sin duda Puno es un buen destino gastronómico ✌😊","Que buena ruta puneña! ...me provocó todo! Pescadito, chicharroncito, el cordero, el helado de quinua y la burguer de alpaca! Se ve buenazo...sin duda Puno es un buen destino gastronómico ✌😊",2,positive
Me encanta tu programa y los vídeos de conociendo el Perú y sus ricos huariques 🇵🇪,Me encanta tu programa y los vídeos de conociendo el Perú y sus ricos huariques 🇵🇪,2,positive
"Como les ardeeeee, malota eres pero si les arde es porq es cierto 🤣🤣🤣🤣🤣🤣🤣ya que chapen su programa para que suelten su veneno PERO IR A ATENTAR CONTRA INMUEBLE PRIVADO,QUIETE PUBLICA Y ANDAR DE STALKER Y HASTA DE ASESIN0S SI TE ASOMABAS ES DE 🤮🤮🤮🤮🤮🤮 BASUR4","Como les ardeeeee, malota eres pero si les arde es porq es cierto 🤣🤣🤣🤣🤣🤣🤣ya que chapen su programa para que suelten su veneno PERO IR A ATENTAR CONTRA INMUEBLE PRIVADO,QUIETE PUBLICA Y ANDAR DE STALKER Y HASTA DE ASESIN0S SI TE ASOMABAS ES DE 🤮🤮🤮🤮🤮🤮 BASUR4",0,negative
Tu fundillo luisitocomunica 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,Tu fundillo luisitocomunica 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,0,negative
chino . q tal . te saluda GiGIO DE TRANPORTES LOS CHINOS.  dile al mostró que cuando suba al chino que pague  su pasaje ps.😂 más duro que poto de alcancía de fierro,chino . q tal . te saluda GiGIO DE TRANPORTES LOS CHINOS. dile al mostró que cuando suba al chino que pague su pasaje ps.😂 más duro que poto de alcancía de fierro,0,negative
(El piojo del enfermo se reproduce de otro modo,(El piojo del enfermo se reproduce de otro modo,1,neutral
"🤣🤣🤣🤣🤣 PATÉTICA  DEFENSORA....SIMPLEMENTE RECONOCE,QUE NADIE ESTA INTERESADO EN ESE DOCUMENTAL...FUE UN FRACASO Y PUNTO.","🤣🤣🤣🤣🤣 PATÉTICA DEFENSORA....SIMPLEMENTE RECONOCE,QUE NADIE ESTA INTERESADO EN ESE DOCUMENTAL...FUE UN FRACASO Y PUNTO.",0,negative
Se hacen la pichi🤣😂😂!!! Creo que está vez el escenario político va a ser diferente !!! 🤣🤣😂😂 Mejor sean objetivos y pregunten bien ... No poniendo palabras a los entrevistados!!!,Se hacen la pichi🤣😂😂!!! Creo que está vez el escenario político va a ser diferente !!! 🤣🤣😂😂 Mejor sean objetivos y pregunten bien ... No poniendo palabras a los entrevistados!!!,0,negative
"Que bacán, que recuerdos 😂😂😂","Que bacán, que recuerdos 😂😂😂",2,positive
Llega al pincho este huevón 🤬🤬🤬🤬👎👎👎 como pendejo juzgando la comida,Llega al pincho este huevón 🤬🤬🤬🤬👎👎👎 como pendejo juzgando la comida,0,negative
"Ese tío le agarro bronca al pata que estaba haciendo cola para Metallica. Me pregunto si realmente era un revendedor, teniendo en cuenta que el tío pensaba que era para Nectar 🤔, Salado el pata.","Ese tío le agarro bronca al pata que estaba haciendo cola para Metallica. Me pregunto si realmente era un revendedor, teniendo en cuenta que el tío pensaba que era para Nectar 🤔, Salado el pata.",0,negative
Bien lo dejaste bien frío al ratatuin 👏👏🤣🤣👍👍,Bien lo dejaste bien frío al ratatuin 👏👏🤣🤣👍👍,0,negative
Jhonatan Morales Filipe Alias Pipas Jordao Ya saben donde hay que hacer una vuelta ❤️,Jhonatan Morales Filipe Alias Pipas Jordao Ya saben donde hay que hacer una vuelta ❤️,2,positive
Grayse Stefany te comes todo el talco🙂,Grayse Stefany te comes todo el talco🙂,0,negative
"Me encanta tu boquita de caramelo 🤤, jajaja corta el pico a tu Lora jajaja 😂😂 te pasas Naty","Me encanta tu boquita de caramelo 🤤, jajaja corta el pico a tu Lora jajaja 😂😂 te pasas Naty",2,positive
"Que rico, definitivamente la quinua es un ingrediente tan peruano como versátil; a mi gusto personal, el agua de quinua con hojas de menta es lo más rico que puedo saborear con quinua 🖤","Que rico, definitivamente la quinua es un ingrediente tan peruano como versátil; a mi gusto personal, el agua de quinua con hojas de menta es lo más rico que puedo saborear con quinua 🖤",2,positive
"Ven al Agustino.. Y pregunta Soy pituco, me odias? 😊","Ven al Agustino.. Y pregunta Soy pituco, me odias? 😊",0,negative
Mi madre tuvo 18 hijos de los mayores nunca se ISO cargo  pero yo la entendí por q era otra época en la el hombre en la chacra te obligaba a tener hijos pero hoy en día hay muchos métodos🤔,Mi madre tuvo 18 hijos de los mayores nunca se ISO cargo pero yo la entendí por q era otra época en la el hombre en la chacra te obligaba a tener hijos pero hoy en día hay muchos métodos🤔,0,negative
Vera Samantha Fabiana Camila María Micaela Micaela Valeria Sharon Rafaela Fabiana SG ❤️,Vera Samantha Fabiana Camila María Micaela Micaela Valeria Sharon Rafaela Fabiana SG ❤️,2,positive
Color marrón barnizado es más pituco 😂🤙🏽🤙🏽,Color marrón barnizado es más pituco 😂🤙🏽🤙🏽,0,negative
"no nos ganan, hermano, no nos ganan","no nos ganan, hermano, no nos ganan",2,positive
Gisella Ema Emilia Gonzálo Esos me guataria saber como suena y se escribe👏,Gisella Ema Emilia Gonzálo Esos me guataria saber como suena y se escribe👏,1,neutral
CON EL SOMBRERO 👒 TE HUEVEA Y CON LA GORRA 🧢 TE CHOREA,CON EL SOMBRERO 👒 TE HUEVEA Y CON LA GORRA 🧢 TE CHOREA,0,negative
Q pendejada csm 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,Q pendejada csm 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,0,negative
Siempre nos quieren agarrar de cojudos y la gente no se quiere dar cuenta todo es cortina de humo al igual que el supuesto caso de la flaca gabriela 😉,Siempre nos quieren agarrar de cojudos y la gente no se quiere dar cuenta todo es cortina de humo al igual que el supuesto caso de la flaca gabriela 😉,0,negative
Sabes que no luchan por KEIKO FUJIMORI 🤡💩🐁🐁🐁🐁no?? Pedo filo 💩,Sabes que no luchan por KEIKO FUJIMORI 🤡💩🐁🐁🐁🐁no?? Pedo filo 💩,0,negative
"Creo que sería genial, una colaboración con Chingu Amiga 😎 ya que ella es coreana y vos japonesa, dos culturas que me encantan y son muy diferentes a la de Uruguay, desde costumbres, hasta la educación.","Creo que sería genial, una colaboración con Chingu Amiga 😎 ya que ella es coreana y vos japonesa, dos culturas que me encantan y son muy diferentes a la de Uruguay, desde costumbres, hasta la educación.",1,neutral
no jodas pe,no jodas pe,0,negative
"👍👍👍👍👍👍👍👍👏👏👏👏👏👏👏👏👏seguí enseñando.esos que te dicen algo tienen cabeza de termo osea de mosquito,no están tranquilos si no molestan a alguien.","👍👍👍👍👍👍👍👍👏👏👏👏👏👏👏👏👏seguí enseñando.esos que te dicen algo tienen cabeza de termo osea de mosquito,no están tranquilos si no molestan a alguien.",2,positive
Tu tono de ridículo ...😄ctmr...y así comes  todo los días y ahí te crees el especial Oe mongol .,Tu tono de ridículo ...😄ctmr...y así comes todo los días y ahí te crees el especial Oe mongol .,0,negative
Pobre payaso de quinta 🤡🤡🤡,Pobre payaso de quinta 🤡🤡🤡,0,negative
Nose xk pero kiero toda la coleccion 🤩,Nose xk pero kiero toda la coleccion 🤩,2,positive
🌹GOLPISTA TRAIDORA SERVIL BESA POTO  DE KEIKO FUJIRATA HIGUCHI JEFA MAFIOSA Y SUS KOMPINCHES NUNCA NUNCA NUNCA NUNCA MÁS 🐀🐁🤑🤬🐭🤮💩,🌹GOLPISTA TRAIDORA SERVIL BESA POTO DE KEIKO FUJIRATA HIGUCHI JEFA MAFIOSA Y SUS KOMPINCHES NUNCA NUNCA NUNCA NUNCA MÁS 🐀🐁🤑🤬🐭🤮💩,0,negative
¿Y cuando investigan a Castillo por la guerra entre Ucrania y Rusia?😀😃😄 los mermeleros y los golpistas son ridiculos,¿Y cuando investigan a Castillo por la guerra entre Ucrania y Rusia?😀😃😄 los mermeleros y los golpistas son ridiculos,2,positive
"Ya ves que te la pongo en bandeja, hermano","Ya ves que te la pongo en bandeja, hermano",2,positive
En las pichangas se miente mucho,En las pichangas se miente mucho,0,negative
Desde que Vizcarra te mando una chiquita te has quedado bien picón 😂,Desde que Vizcarra te mando una chiquita te has quedado bien picón 😂,0,negative
"JP Jose Peralta en el ""vale todo"" 🤡","JP Jose Peralta en el ""vale todo"" 🤡",0,negative
Zambrano que ganen un partido nomas dense de ganadores son muchos años que son humillados en copas ronpan ese récord yno alucines mucho machetero 😂,Zambrano que ganen un partido nomas dense de ganadores son muchos años que son humillados en copas ronpan ese récord yno alucines mucho machetero 😂,0,negative
Como es posible que un reo esté grabando todo lo sucedido? No se va a controlar un motín entrando a pedir porfavorcito podrían parar con todo eso o si? 🤦‍♀️🤦‍♀️🤦‍♀️,Como es posible que un reo esté grabando todo lo sucedido? No se va a controlar un motín entrando a pedir porfavorcito podrían parar con todo eso o si? 🤦‍♀️🤦‍♀️🤦‍♀️,0,negative
"Ta mare, pero si todos en mayoría somos una nación mestiza no existe el púra sangre. La gente es acomplejada seguramente... somos en Perú un país pluri_etnico, tenemos de cholo sambo jalao nero, crudo, gringo, colorao, serrano, charapa, characato, chinchano, paisita, cajacho, eso nos da carácter en nuestra nación. Al final cuando juega Perú, todos somos uno solo 🇵🇪🇵🇪🇵🇪🇵🇪 gol de Paolo guerrero señores...","Ta mare, pero si todos en mayoría somos una nación mestiza no existe el púra sangre. La gente es acomplejada seguramente... somos en Perú un país pluri_etnico, tenemos de cholo sambo jalao nero, crudo, gringo, colorao, serrano, charapa, characato, chinchano, paisita, cajacho, eso nos da carácter en nuestra nación. Al final cuando juega Perú, todos somos uno solo 🇵🇪🇵🇪🇵🇪🇵🇪 gol de Paolo guerrero señores...",2,positive
María ptm así me imagino fe flaco 😂😂😂,María ptm así me imagino fe flaco 😂😂😂,0,negative
"Asuuuu que rico ,me hace acordar cuando era chiquita y con mis papas haciamos parrilladas en el campo por las casi cerca a las ruinas  en el cuzco 😍😍😍","Asuuuu que rico ,me hace acordar cuando era chiquita y con mis papas haciamos parrilladas en el campo por las casi cerca a las ruinas en el cuzco 😍😍😍",2,positive
Le tiene miedo a la aguja 🤭,Le tiene miedo a la aguja 🤭,1,neutral
A falta de pechonalidad y atrastividad ...mejor usa unos zapatillas deportivas mas grandes asi nadie se fija en la tabla de planchar 😀😀😀,A falta de pechonalidad y atrastividad ...mejor usa unos zapatillas deportivas mas grandes asi nadie se fija en la tabla de planchar 😀😀😀,0,negative
Kevin Aldair Ramirez Calderon jajajajajajaja ptmr me hizo acordar al de Ica - Lima 😂😂,Kevin Aldair Ramirez Calderon jajajajajajaja ptmr me hizo acordar al de Ica - Lima 😂😂,1,neutral
Putmre ese gordo malogra tu video chino .votalo a ese pedorro cochino🤮🤮,Putmre ese gordo malogra tu video chino .votalo a ese pedorro cochino🤮🤮,0,negative
Jaja parece un transformer😆😆,Jaja parece un transformer😆😆,0,negative
Aceite a la cintura d la chata! 😂,Aceite a la cintura d la chata! 😂,0,negative
🤣🤣🤣Ese cuy está muy flaco ni pa freír esta🤣🤣🤣,🤣🤣🤣Ese cuy está muy flaco ni pa freír esta🤣🤣🤣,0,negative
Que rico 👅!! Que pena que no están en Manhattan. Quisiera chalaca de erizos Mira Dimitrijevic Derrepente en Atlanta algún día. ....,Que rico 👅!! Que pena que no están en Manhattan. Quisiera chalaca de erizos Mira Dimitrijevic Derrepente en Atlanta algún día. ....,1,neutral
Fuerzas  para  ESTA JOVEN  NO ES JUSTO LO QUE  LE ESTAN HACIENDO  Y TODO POR QUE SU PADRE EL PRESIDENTE PEDRO CASTILLO  QUIERE LIMPIAR EL PERÚ  DE LA PLAGA DE CORRUPTOS  QUE HAY  EN LE PERÚ 🇵🇪  ENQUISTADO  POR 30 AÑOS AHORA QUE PRECUPADOS ESTAN TODOS ESTOS JUECES  Y ANTES DONDE ESTUVIERON ??? Es,Fuerzas para ESTA JOVEN NO ES JUSTO LO QUE LE ESTAN HACIENDO Y TODO POR QUE SU PADRE EL PRESIDENTE PEDRO CASTILLO QUIERE LIMPIAR EL PERÚ DE LA PLAGA DE CORRUPTOS QUE HAY EN LE PERÚ 🇵🇪 ENQUISTADO POR 30 AÑOS AHORA QUE PRECUPADOS ESTAN TODOS ESTOS JUECES Y ANTES DONDE ESTUVIERON ??? Es,0,negative
Ganamos Paco...Ganamos Erick.Y Dale U❤️,Ganamos Paco...Ganamos Erick.Y Dale U❤️,2,positive
Huevos con cojones carajo el q puede puede 😎😎😎😎,Huevos con cojones carajo el q puede puede 😎😎😎😎,2,positive
Me gusta más Laia con Cristóbal pero era era muy tímida no supo defender su amor por Cristóbal sabía que la mucama y tablessia la odiaban pero por respeto a Cris no las ponía en su sitio ahora Kimberly será lo contrario se hará respetar y dudo mucho que Franchesca y Diego estén a favor de la mucama preferirán mil veces a Kimberly que a la empleada para Cristóbal 🤣🤣🤣,Me gusta más Laia con Cristóbal pero era era muy tímida no supo defender su amor por Cristóbal sabía que la mucama y tablessia la odiaban pero por respeto a Cris no las ponía en su sitio ahora Kimberly será lo contrario se hará respetar y dudo mucho que Franchesca y Diego estén a favor de la mucama preferirán mil veces a Kimberly que a la empleada para Cristóbal 🤣🤣🤣,0,negative
"Natalia come aguaje y se borran las arrugas,y te vas a poner en fa y al día  🤗🤗😘😘😘😅😅😅","Natalia come aguaje y se borran las arrugas,y te vas a poner en fa y al día 🤗🤗😘😘😘😅😅😅",2,positive
Recuerdo que participe en su programa del tarro de leche 😁🤭quede empate🤭😁,Recuerdo que participe en su programa del tarro de leche 😁🤭quede empate🤭😁,1,neutral
Bien vago mi causa jaja😂😂,Bien vago mi causa jaja😂😂,0,negative
Y ese %^&& de gorra quién es? 🙄,Y ese %^&& de gorra quién es? 🙄,0,negative
Danna Carbajal Rojas PTMRE ERES TU A LA FIRME LOCS DE MRD XDXDXDDDDDD 😛😛💕,Danna Carbajal Rojas PTMRE ERES TU A LA FIRME LOCS DE MRD XDXDXDDDDDD 😛😛💕,0,negative
"Pallares secos con adobo de chancho típico de Ica, súper buenos 💯% recomendado, sino que lo diga Carmela Rodriguez #platosqueenamoran #perumuchogusto #lobuenodeviajar 😋😋","Pallares secos con adobo de chancho típico de Ica, súper buenos 💯% recomendado, sino que lo diga Carmela Rodriguez platosqueenamoran perumuchogusto lobuenodeviajar 😋😋",2,positive
"Manolo esas chicharras debes freírlos, es un plato típico de la selva 😅 como para chuparse el dedo 🤣🤣🤣","Manolo esas chicharras debes freírlos, es un plato típico de la selva 😅 como para chuparse el dedo 🤣🤣🤣",0,negative
"Todo muy hermoso,  pero lo malograron el lindo video con Leyla chihuan...😪","Todo muy hermoso, pero lo malograron el lindo video con Leyla chihuan...😪",0,negative
DESDE QUE PARCHE SE CONFIA EN EL SUPORT ??? A O SEA TE VA CARREAR EL GRIM ????? 🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬,DESDE QUE PARCHE SE CONFIA EN EL SUPORT ??? A O SEA TE VA CARREAR EL GRIM ????? 🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬,0,negative
"Viaja y Prueba: para el desayunazo: Cafetería Tradicional (Carabaya 514), para el almuerzo: L'eau Vive (Ucayali) y para la tarde/noche: Bar Carbone (Huancavelica, cerca al Teatro Municipal), Mi Tercer Lugar (Carabaya 612) 🙋","Viaja y Prueba: para el desayunazo: Cafetería Tradicional (Carabaya 514), para el almuerzo: L'eau Vive (Ucayali) y para la tarde/noche: Bar Carbone (Huancavelica, cerca al Teatro Municipal), Mi Tercer Lugar (Carabaya 612) 🙋",1,neutral
"Hay público para todos, hay que aceptar que no somos moneditode oro para caerle bien a todos, al final a quien le guste tu contenido eso lo podrás verificar luego en tus ratings, exitos Pía! 🤗","Hay público para todos, hay que aceptar que no somos moneditode oro para caerle bien a todos, al final a quien le guste tu contenido eso lo podrás verificar luego en tus ratings, exitos Pía! 🤗",2,positive
Te ves regia mujer regía hermosa ❤️,Te ves regia mujer regía hermosa ❤️,2,positive
Tú eres una linda persona de un corazón ❤️ noble a pesar que te conozco a través de la pantalla me gustó tu forma de ser sencilla y honesta una linda mamá una buena esposa eres sincera y lo dices de frente y como dicen en su cara pelada te conocí cuando trabajabas con Timoteo y también en esto es guerra defendias a todo dar a tu equipo eres una buena conductora ahora vas a salir en un nuevo programa me gusta tu carisma eres muy alegre y amable es muy linda tú amistad por medio de la televisión y también muy regia todo lo que te pones de tu ropa te queda muy precioso yo sé que tienes un corazón generoso que ayudas a las personas me gustaría decirte sino tienes ropita que ya no uses zapatos o lo que ya no te pongas cuidate mucho María Pía un abrazote enorme y también para tu querida familia que Jehová Dios te bendiga,Tú eres una linda persona de un corazón ❤️ noble a pesar que te conozco a través de la pantalla me gustó tu forma de ser sencilla y honesta una linda mamá una buena esposa eres sincera y lo dices de frente y como dicen en su cara pelada te conocí cuando trabajabas con Timoteo y también en esto es guerra defendias a todo dar a tu equipo eres una buena conductora ahora vas a salir en un nuevo programa me gusta tu carisma eres muy alegre y amable es muy linda tú amistad por medio de la televisión y también muy regia todo lo que te pones de tu ropa te queda muy precioso yo sé que tienes un corazón generoso que ayudas a las personas me gustaría decirte sino tienes ropita que ya no uses zapatos o lo que ya no te pongas cuidate mucho María Pía un abrazote enorme y también para tu querida familia que Jehová Dios te bendiga,2,positive
Marina Vz  amiga mira jajajajaj estilo perucho 😂😂,Marina Vz amiga mira jajajajaj estilo perucho 😂😂,1,neutral
"Ganamooos  , ganamos , gloria peru en los yunaites era hoy peru era hoy csm 🤣🤣🤣","Ganamooos , ganamos , gloria peru en los yunaites era hoy peru era hoy csm 🤣🤣🤣",0,negative
"Que payaso resultó ser este abogado del burro digo del diablo,te falta etica eres un corrupto más sabes klo kargumentas es puro cuento kte dedicas a defender a una organización criminal  te vale un carajo el Perú lok te interesa es llenar tus arcas con nuestro dinero xk ese burro no saca de su bolsillo para cubrir tus ""servicios"" esos los paga el pueblo,payaso felón te prestas para el show 😈","Que payaso resultó ser este abogado del burro digo del diablo,te falta etica eres un corrupto más sabes klo kargumentas es puro cuento kte dedicas a defender a una organización criminal te vale un carajo el Perú lok te interesa es llenar tus arcas con nuestro dinero xk ese burro no saca de su bolsillo para cubrir tus ""servicios"" esos los paga el pueblo,payaso felón te prestas para el show 😈",0,negative
Parece el papá de la Chilindrina huachana . Jajajaja 😀😀😀😂😂,Parece el papá de la Chilindrina huachana . Jajajaja 😀😀😀😂😂,2,positive
Lucía Lecaros nivel de confianza que llamaban al fijo y ya de frente preguntan por ti y te avisan 😂 o que ya saben tu comida favorita para prepararte 😂😂😂,Lucía Lecaros nivel de confianza que llamaban al fijo y ya de frente preguntan por ti y te avisan 😂 o que ya saben tu comida favorita para prepararte 😂😂😂,2,positive
Tienes que ir a Rumanía hay comida ricaaaa ricaaaa 🤗👍,Tienes que ir a Rumanía hay comida ricaaaa ricaaaa 🤗👍,2,positive
🔴SERVICIO TÉCNICO EN REPARACIÓN DE ELECTRODOMÉSTICOS EN LÍNEA BLANCA.  ✅ Servitéd 🤝,🔴SERVICIO TÉCNICO EN REPARACIÓN DE ELECTRODOMÉSTICOS EN LÍNEA BLANCA. ✅ Servitéd 🤝,2,positive
"No es Paco yunke es,"" poco yun""😂😂😂😂😂😂","No es Paco yunke es,"" poco yun""😂😂😂😂😂😂",1,neutral
Aquí la gente se siente identificado con el profesor por que dice: el pueblo....y muchos como borregos salen corriendo diciendo...si profe...somos tu pueblo....al final veras a tu presidente del pueblo pobre convirtiéndose en rico...y su pueblo pidiendo comer...en fin un poco más de lectura diría yo...para estas personas...EN SU PLAN DE GOBIERNO ESTA CLARITO...PERO NO HAY MAYOR GIEGO QUE EL QUE NO QUIERE VER...en fin 😔,Aquí la gente se siente identificado con el profesor por que dice: el pueblo....y muchos como borregos salen corriendo diciendo...si profe...somos tu pueblo....al final veras a tu presidente del pueblo pobre convirtiéndose en rico...y su pueblo pidiendo comer...en fin un poco más de lectura diría yo...para estas personas...EN SU PLAN DE GOBIERNO ESTA CLARITO...PERO NO HAY MAYOR GIEGO QUE EL QUE NO QUIERE VER...en fin 😔,0,negative
Mi  Huacho querido !!!🥰,Mi Huacho querido !!!🥰,2,positive
Pero si tu programa de chismes no es prioridad porque michi haces trabajar a tu personal 😡,Pero si tu programa de chismes no es prioridad porque michi haces trabajar a tu personal 😡,0,negative
Hay caray ya van dos chicas otakus que me paralizan el mundo 🥺😊😍,Hay caray ya van dos chicas otakus que me paralizan el mundo 🥺😊😍,2,positive
Buuuuuuuajajajajaja yo ayer 😂😂😂😂😂😂😂😂😂 Nacho SanNacho Sandí,Buuuuuuuajajajajaja yo ayer 😂😂😂😂😂😂😂😂😂 Nacho SanNacho Sandí,2,positive
Que raza de perro eres ??😂😂,Que raza de perro eres ??😂😂,0,negative
"Como les encanta a los cojudignos que los agarren de huevos grandes, hasta castillo los lornea, o ya no se acuerdan como les prometió vender el avión presidencial para repartir el dinero entre los peruanos  🤣🤣🤣 pero ellos prefieren agarrarsela con beto Ortiz antes de parchar a Castillo por sus ridículas  y burlonas propuestas","Como les encanta a los cojudignos que los agarren de huevos grandes, hasta castillo los lornea, o ya no se acuerdan como les prometió vender el avión presidencial para repartir el dinero entre los peruanos 🤣🤣🤣 pero ellos prefieren agarrarsela con beto Ortiz antes de parchar a Castillo por sus ridículas y burlonas propuestas",0,negative
Hay está la concencuencia de botar por ese 🐖🐖🐖  que se quejan a llorar al río 👍👍👍 ese sr esta en otro planeta no vee la realidad 👍👍,Hay está la concencuencia de botar por ese 🐖🐖🐖 que se quejan a llorar al río 👍👍👍 ese sr esta en otro planeta no vee la realidad 👍👍,2,positive
